,Risk Factors,Score
4283,Secondary polycythemia,0.006690263748168945
4284,Charcot-Marie-Tooth disease type 4J,0.006688058376312256
4285,Congenital muscular dystrophy due to dystroglycanopathy,0.006688028573989868
4286,combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia,0.006680727005004883
4287,Combined oxidative phosphorylation defect type 17,0.006671994924545288
4288,lung PEComa,0.00667119026184082
4289,age-related macular degeneration,0.006666600704193115
4290,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,0.006662696599960327
4291,Holoprosencephaly,0.0066516101360321045
4292,genetic alopecia,0.006640970706939697
4293,Progressive familial intrahepatic cholestasis type 1,0.006636589765548706
4294,Lewy body measurement,0.006635338068008423
4295,Primary short bowel syndrome,0.006626814603805542
4296,primary orthostatic hypotension,0.006621122360229492
4297,Complex hereditary spastic paraplegia,0.006619185209274292
4298,Cytomegalovirus Retinitis,0.006617337465286255
4299,sympathetic ophthalmia,0.006610274314880371
4300,Primary failure of tooth eruption,0.0066100358963012695
4301,Prolactin-Producing Pituitary Gland Adenoma,0.00660666823387146
4302,Endometrial Polyp,0.006598085165023804
4303,Autosomal recessive disease with diffuse palmoplantar keratoderma as a major feature,0.006592780351638794
4304,adrenocortical insufficiency,0.006591677665710449
4305,underweight body mass index status,0.006590932607650757
4306,Corneal intraepithelial dyskeratosis with palmoplantar hyperkeratosis and laryngeal dyskeratosis,0.006589770317077637
4307,Pseudopseudohypoparathyroidism,0.006576627492904663
4308,"Anemia, Hemolytic, Autoimmune",0.006570369005203247
4309,CLOVE syndrome,0.006567180156707764
4310,Lissencephaly with cerebellar hypoplasia,0.006555914878845215
4311,Hypergonadotropic hypogonadism - cataract syndrome,0.006545126438140869
4312,Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency,0.006540894508361816
4313,Familial hypocalciuric hypercalcemia type 1,0.0065396130084991455
4314,Myotonic syndrome,0.006537109613418579
4315,Opsoclonus-Myoclonus Syndrome,0.006533831357955933
4316,retinoblastoma (nonhereditary),0.0065225958824157715
4317,Oculocutaneous albinism type 6,0.006518512964248657
4318,heme oxygenase 1 deficiency,0.006515532732009888
4319,Familial porencephaly,0.006511986255645752
4320,Persistent hyperplastic primary vitreous,0.006507217884063721
4321,predominantly large-vessel vasculitis,0.006502598524093628
4322,Transcobalamin deficiency,0.00649532675743103
4323,Nodular neuronal heterotopia,0.006477177143096924
4324,Familial retinal arterial macroaneurysm,0.006476223468780518
4325,Odonto-tricho-ungual-digito-palmar syndrome,0.006472140550613403
4326,vitreous hemorrhage,0.006469368934631348
4327,Congenital enteropathy involving intestinal mucosa development,0.006466001272201538
4328,kininogen-1 measurement,0.006461292505264282
4329,familial hyperphosphatemic tumoral calcinosis/hyperphosphatemic hyperostosis syndrome,0.006461232900619507
4330,glomerulosclerosis,0.006458580493927002
4331,Monogenic disease with epilepsy,0.006449371576309204
4332,Tuberculosis,0.006445556879043579
4333,Hemimegalencephaly,0.006443798542022705
4334,Tonsillar Squamous Cell Carcinoma,0.006441026926040649
4335,Torticollis,0.006439626216888428
4336,immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,0.006435751914978027
4337,"cystic, mucinous, and serous neoplasm",0.006435424089431763
4338,Von Willebrand disease type 2,0.006432980298995972
4339,skin vascular disease,0.006425917148590088
4340,Chlamydiaceae Infections,0.0064216554164886475
4341,"Hereditary cerebral hemorrhage with amyloidosis, Dutch type",0.00641322135925293
4342,intraductal breast neoplasm,0.006409019231796265
4343,Familial gastric cancer,0.00640752911567688
4344,Congenital reticular ichthyosiform erythroderma,0.006402850151062012
4345,Transgrediens et progrediens palmoplantar keratoderma,0.006396293640136719
4346,Silver-Russell syndrome,0.006393343210220337
4347,conduction system disorder,0.006392091512680054
4348,Hyperinsulinism due to INSR deficiency,0.006389826536178589
4349,cerebellar neoplasm,0.006387561559677124
4350,musculoskeletal system cancer,0.006385475397109985
4351,low grade astrocytic tumor,0.0063829123973846436
4352,Goldmann-Favre syndrome,0.006376117467880249
4353,ulcerative proctosigmoiditis,0.006375700235366821
4354,cardiac ventricle disease,0.006371140480041504
4355,Rare genetic odontologic disease,0.006369441747665405
4356,Salivary Gland Acinic Cell Carcinoma,0.00636705756187439
4357,Non-Functional Pancreatic Neuroendocrine Tumor,0.006354570388793945
4358,neovascular glaucoma,0.006351441144943237
4359,delirium,0.0063509345054626465
4360,Unclassified Renal Cell Carcinoma,0.006349921226501465
4361,Hyperlipoproteinemia type 5,0.006343871355056763
4362,Cronkhite-Canada syndrome,0.0063397884368896484
4363,anemia due to enzyme disorder,0.0063367486000061035
4364,Autosomal recessive spastic paraplegia type 55,0.006331413984298706
4365,rare otorhinolaryngologic tumor,0.006330132484436035
4366,"Autosomal dominant focal dystonia, DYT25",0.0063280463218688965
4367,Autosomal recessive intermediate Charcot-Marie-Tooth disease type B,0.006327688694000244
4368,Disorder of magnesium transport,0.0063228607177734375
4369,Congenital factor XII deficiency,0.0063211023807525635
4370,systemic scleroderma,0.006320536136627197
4371,maxillary sinus carcinoma,0.00631442666053772
4372,Rienhoff syndrome,0.006313979625701904
4373,dengue disease,0.0063132643699646
4374,2q23.1 microdeletion syndrome,0.00631222128868103
4375,"Severe X-linked intellectual disability, Gustavson type",0.006303846836090088
4376,scleroderma,0.00630226731300354
4377,pathological myopia,0.0063016414642333984
4378,Polyglucosan body myopathy,0.0063013434410095215
4379,SERKAL syndrome,0.006300836801528931
4380,germ cell and embryonal cancer,0.006300091743469238
4381,Early-onset generalized limb-onset dystonia,0.006300032138824463
4382,Arrhinia - choanal atresia - microphthalmia,0.006293982267379761
4383,Focal facial dermal dysplasia,0.006292015314102173
4384,Netherton syndrome,0.0062913596630096436
4385,Braddock syndrome,0.006290048360824585
4386,coagulation factor V measurement,0.006284981966018677
4387,adult B acute lymphoblastic leukemia,0.006279945373535156
4388,Syndrome or malformation associated with head and neck malformations,0.0062780678272247314
4389,Leber plus disease,0.00626787543296814
4390,"46,XY disorder of sex development due to adrenal and testicular steroidogenesis defect",0.006264388561248779
4391,endometrioid tumor,0.006263941526412964
4392,Disease predisposing to age-related macular degeneration,0.006253033876419067
4393,Autosomal dominant intermediate Charcot-Marie-Tooth disease type B,0.006250470876693726
4394,central nervous system cancer,0.006240189075469971
4395,meningeal neoplasm,0.00624006986618042
4396,Rare genetic skin disease,0.0062354207038879395
4397,pathological complete response,0.006233483552932739
4398,primary progressive multiple sclerosis,0.0062302350997924805
4399,advanced heart failure,0.0062253475189208984
4400,Immunodeficiency with factor H anomaly,0.006222367286682129
4401,notochordal tumor,0.006222128868103027
4402,benign reproductive system neoplasm,0.006220787763595581
4403,Palpebral tumor with a vascular malformation,0.006217867136001587
4404,vaginal cancer,0.006206303834915161
4405,plantar wart,0.0062056779861450195
4406,Immunodeficiency due to absence of thymus,0.006202191114425659
4407,anemia due to erythrocyte enzyme disorder,0.0061987340450286865
4408,"encephalopathy, acute, infection-induced",0.0061973631381988525
4409,Beta-propeller protein-associated neurodegeneration,0.0061973631381988525
4410,Familial focal epilepsy with variable foci,0.006194800138473511
4411,Esophageal malformation,0.006194770336151123
4412,Autosomal dominant Charcot-Marie-Tooth disease type 2B,0.0061941444873809814
4413,extrahepatic bile duct neoplasm,0.006182968616485596
4414,hyperpituitarism,0.0061698853969573975
4415,lymphoblastic leukemia,0.006169110536575317
4416,Rare hereditary systemic disease with peripheral neuropathy,0.006166279315948486
4417,Hereditary neurocutaneous angioma,0.006159186363220215
4418,dendritic cell sarcoma,0.006154388189315796
4419,Rare conjunctival disease,0.006154119968414307
4420,PCSK9 protein measurement,0.006151348352432251
4421,Non-acquired combined pituitary hormone deficiency with spine abnormalities,0.0061512291431427
4422,adenocarcinoma of liver and intrahepatic biliary tract,0.006150484085083008
4423,Meacham syndrome,0.00615006685256958
4424,"46,XX disorder of gonadal development",0.0061483681201934814
4425,amino acid metabolism disease,0.0061473846435546875
4426,Campomelic dysplasia,0.0061460137367248535
4427,blepharitis,0.006141334772109985
4428,renal nutcracker syndrome,0.006141304969787598
4429,Glaucoma - ectopia - microspherophakia - stiff joints - short stature,0.0061393678188323975
4430,Autosomal recessive syndromic optic atrophy,0.006136983633041382
4431,Leishmaniasis,0.006136387586593628
4432,Cutis gyrata - acanthosis nigricans - craniosynostosis,0.006129533052444458
4433,COASY protein-associated neurodegeneration,0.00612679123878479
4434,"Carnitine palmitoyl transferase II deficiency, severe infantile form",0.006120234727859497
4435,"congenital disorder of glycosylation, type IIq",0.006120145320892334
4436,interleukin-6 measurement,0.006109118461608887
4437,Apparent mineralocorticoid excess,0.006101727485656738
4438,chronic ulcer of skin,0.006099730730056763
4439,"46,XY disorder of sex development due to impaired androgen production",0.0060995519161224365
4440,cardiovascular neoplasm,0.006095945835113525
4441,Mucolipidosis type IV,0.006095170974731445
4442,Biliary atresia,0.00609058141708374
4443,Ovarian Carcinosarcoma,0.006084799766540527
4444,Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome,0.006081640720367432
4445,Osteoglophonic dwarfism,0.00608140230178833
4446,bacterial sexually transmitted disease,0.006076812744140625
4447,disorder of GPI anchor biosynthesis,0.006076335906982422
4448,Fuchs endothelial corneal dystrophy,0.006076127290725708
4449,Mitochondrial disease with peripheral neuropathy,0.006074428558349609
4450,parotid gland cancer,0.00606873631477356
4451,Genetic infertility,0.006061285734176636
4452,WT limb-blood syndrome,0.0060589611530303955
4453,prolymphocytic leukemia,0.006057322025299072
4454,Benign Conjunctival Neoplasm,0.006056308746337891
4455,non-infectious anterior uveitis,0.006053537130355835
4456,anterior pituitary gland disease,0.0060520172119140625
4457,Microcephaly - cardiomyopathy,0.006049662828445435
4458,breast adenocarcinoma,0.006041973829269409
4459,Metabolic disease with skin involvement,0.0060385167598724365
4460,Distal symphalangism,0.00603833794593811
4461,"Short rib-polydactyly syndrome, Beemer-Langer type",0.006033509969711304
4462,Premature chromosome condensation with microcephaly and intellectual disability,0.006028085947036743
4463,hypertrophy,0.006022393703460693
4464,insomnia,0.006020158529281616
4465,premature menopause,0.006017833948135376
4466,sweat gland carcinoma,0.006017774343490601
4467,thyroid hormone resistance syndrome,0.006016045808792114
4468,Peroxisomal disease,0.0060158371925354
4469,Alagille syndrome due to 20p12 microdeletion,0.006015032529830933
4470,Moynahan syndrome,0.0060107409954071045
4471,Hypotonia with lactic acidemia and hyperammonemia,0.006008416414260864
4472,Partial pancreatic agenesis,0.006004065275192261
4473,enteropathy-associated T-cell lymphoma,0.006002247333526611
4474,Genetic hyperparathyroidism,0.0059938132762908936
4475,infectious disease with dementia,0.005992621183395386
4476,predominantly medium-vessel vasculitis,0.0059916675090789795
4477,central nervous system tuberculosis,0.005986213684082031
4478,Motor delay,0.005978792905807495
4479,Partial deletion of chromosome 20,0.005976676940917969
4480,Lumbar hyperlordosis,0.005976557731628418
4481,cardiovascular organ benign neoplasm,0.00597187876701355
4482,temporal lobe epilepsy,0.005970299243927002
4483,Hereditary angioedema type 1,0.005968600511550903
4484,COL4A1 or COL4A2-related cerebral small vessel disease with hemorrhagic tendancy,0.005967944860458374
4485,choroidal melanoma,0.005962073802947998
4486,Meniere disease,0.005956023931503296
4487,Hyperkeratosis lenticularis perstans,0.005953699350357056
4488,keratoacanthoma,0.005953669548034668
4489,nervous system measurement,0.005950421094894409
4490,Absence of fingerprints - congenital milia,0.005944401025772095
4491,Primary ciliary dyskinesia - retinitis pigmentosa,0.005944162607192993
4492,Autosomal dominant Charcot-Marie-Tooth disease type 2A1,0.005943119525909424
4493,Iminoglycinuria,0.005940228700637817
4494,White sponge nevus,0.005938112735748291
4495,Genetic frontotemporal degeneration with dementia,0.005935043096542358
4496,Bladder Squamous Cell Carcinoma,0.005933910608291626
4497,lung carcinoid tumor,0.005933880805969238
4498,"neuropathy, hereditary motor and sensory, type vib",0.0059282779693603516
4499,cerebral cortex disease,0.005924105644226074
4500,Malignant Pleural Neoplasm,0.00592312216758728
4501,rare refraction anomaly,0.005917400121688843
4502,parkinsonian syndrome due to neurodegenerative disease,0.005905836820602417
4503,Genetic vitreous-retinal disease,0.005902022123336792
4504,familial Alzheimber disease,0.005900353193283081
4505,X-linked centronuclear myopathy,0.005900263786315918
4506,Hyperimmunoglobulinemia D with periodic fever,0.005897253751754761
4507,methemoglobinemia,0.005893737077713013
4508,Autosomal recessive cerebellar ataxia,0.005884945392608643
4509,tyrosine hydroxylase deficiency,0.0058831870555877686
4510,Familial vesicoureteral reflux,0.0058785080909729
4511,Autosomal recessive disease with focal palmoplantar keratoderma as a major feature,0.005876302719116211
4512,Rare female infertility due to a congenital hypogonadotropic hypogonadism,0.005875259637832642
4513,cerebral arterial disease,0.0058740973472595215
4514,high grade B-cell lymphoma,0.005872130393981934
4515,Fatal mitochondrial disease due to combined oxidative phosphorylation deficiency 3,0.005864888429641724
4516,viral infection of central nervous system,0.005855768918991089
4517,germinomatous germ cell tumor,0.005854368209838867
4518,overlapping connective tissue disease,0.0058529675006866455
4519,Sex chromosome disorder of sex development,0.005852699279785156
4520,hemorrhagic disorder due to an acquired platelet anomaly,0.00584825873374939
4521,amyloidoma,0.0058453381061553955
4522,Disorder of neutral amino acid transport,0.005844473838806152
4523,Syndromic retinitis pigmentosa,0.005844175815582275
4524,Intellectual disability - myopathy - short stature - endocrine defect,0.005843997001647949
4525,Duane retraction syndrome,0.005836576223373413
4526,subacute bacterial endocarditis,0.0058235228061676025
4527,periodontitis,0.005815267562866211
4528,inherited auditory system disease,0.005812972784042358
4529,Talipes equinovarus,0.005804926156997681
4530,14q11.2 microdeletion syndrome,0.005788832902908325
4531,growth hormone secreting pituitary adenoma 1,0.005781501531600952
4532,diaphragmatic or abdominal wall malformation,0.005780071020126343
4533,mitochondrial encephalomyopathy,0.005777925252914429
4534,intracranial volume measurement,0.005772233009338379
4535,symphalangism,0.005771815776824951
4536,FGFR2-related bent bone dysplasia,0.005763381719589233
4537,localised scleroderma,0.005759507417678833
4538,Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,0.005758464336395264
4539,Hypomyelination with brain stem and spinal cord involvement and leg spasticity,0.005758047103881836
4540,Rare genetic refraction anomaly,0.005755871534347534
4541,Xeroderma pigmentosum-Cockayne syndrome complex,0.005754381418228149
4542,hordeolum,0.0057479143142700195
4543,spontaneous preterm birth,0.005747556686401367
4544,Hereditary angioedema type 2,0.005745381116867065
4545,Lipoic acid synthetase deficiency,0.005742669105529785
4546,Genetic muscular channelopathy,0.0057374536991119385
4547,Metabolic disease with cataract,0.005735725164413452
4548,malignant ovarian serous tumor,0.00573122501373291
4549,Neurofibromatosis-Noonan syndrome,0.005727410316467285
4550,VACTERL with hydrocephalus,0.0057270824909210205
4551,Darier disease,0.005725950002670288
4552,hepatitis C virus infection,0.005724847316741943
4553,cerebral malformation,0.005724668502807617
4554,endometrioid carcinoma,0.005721569061279297
4555,"Autosomal dominant osteosclerosis, Worth type",0.005719959735870361
4556,congenital structural myopathy,0.005719512701034546
4557,Alpha-B crystallin-related late-onset distal myopathy,0.005712330341339111
4558,Lathosterolosis,0.005710393190383911
4559,Gaucher disease type 3,0.005704671144485474
4560,factor X deficiency,0.005701601505279541
4561,osteoradionecrosis,0.005699336528778076
4562,Enchondromatosis,0.005697309970855713
4563,Iridogoniodysgenesis,0.005689054727554321
4564,Hepatoblastoma,0.005681127309799194
4565,secondary avascular necrosis,0.005680739879608154
4566,Genetic hypoparathyroidism,0.005677461624145508
4567,autoimmune disease of gastrointestinal tract,0.005676835775375366
4568,Schnitzler syndrome,0.005673050880432129
4569,Phosphoenolpyruvate carboxykinase 1 deficiency,0.00566902756690979
4570,eyelid neoplasm,0.0056610107421875
4571,Alagille syndrome due to a NOTCH2 point mutation,0.0056610107421875
4572,regulation of biological process,0.005656152963638306
4573,Combined dystonia,0.005650699138641357
4574,Camurati-Engelmann disease,0.0056494176387786865
4575,spinal stenosis,0.005648434162139893
4576,Mucinous Gastric Adenocarcinoma,0.005646824836730957
4577,MPDU1-CDG,0.005642235279083252
4578,Monoamine oxidase A deficiency,0.005642056465148926
4579,non-suppurative otitis media,0.005641847848892212
4580,periapical granuloma,0.005640387535095215
4581,thymus atrophy,0.005638808012008667
4582,traffic air pollution measurement,0.005636096000671387
4583,Vitreoretinal degeneration,0.005633562803268433
4584,Flaviviridae infectious disease,0.005631536245346069
4585,response to bronchodilator,0.0056292712688446045
4586,Matthew-Wood syndrome,0.005627542734146118
4587,steroid metabolism disease,0.005620092153549194
4588,external ear disease,0.005608737468719482
4589,vascular bone neoplasm,0.005608230829238892
4590,cerebral lipidosis with dementia,0.0056060850620269775
4591,Isolated craniosynostosis,0.005605131387710571
4592,"Craniosynostosis, Philadelphia type",0.005603671073913574
4593,Phosphoenolpyruvate carboxykinase deficiency,0.005598604679107666
4594,autoimmune disease of cardiovascular system,0.005598336458206177
4595,Acrodysostosis with multiple hormone resistance,0.005597501993179321
4596,chronic otitis media,0.0055932700634002686
4597,Supranuclear oculomotor palsy,0.005590975284576416
4598,severe pre-eclampsia,0.005583316087722778
4599,opportunistic mycosis,0.0055772364139556885
4600,Polyarteritis Nodosa,0.005571335554122925
4601,Sarcosinemia,0.005571097135543823
4602,familial periodic paralysis,0.005570262670516968
4603,plasmacytoma,0.005569338798522949
4604,precursor lymphoblastic lymphoma/leukemia,0.005566120147705078
4605,autoimmune disease,0.00556376576423645
4606,conduct disorder,0.005549132823944092
4607,pericytic neoplasm,0.00554889440536499
4608,retinal cell cancer,0.005544573068618774
4609,abnormal morphology of the posterior segment of the globe,0.005540996789932251
4610,Genetic digestive tract malformation,0.005538076162338257
4611,hepatic vascular disease,0.0055353641510009766
4612,Autosomal dominant Charcot-Marie-Tooth disease type 2K,0.005528658628463745
4613,Familial parathyroid adenoma,0.005528569221496582
4614,BAP1-related tumor predisposition syndrome,0.005528122186660767
4615,Argininemia,0.00552678108215332
4616,COL4A1 or COL4A2-related cerebral small vessel disease,0.005525112152099609
4617,Generalized resistance to thyroid hormone,0.005524724721908569
4618,Nephrogenic rest,0.0055227577686309814
4619,meningeal tuberculosis,0.005521535873413086
4620,peripheral arterial disease,0.00551372766494751
4621,creatine kinase measurement,0.005513548851013184
4622,oropharyngeal carcinoma,0.0055122971534729
4623,"microphthalmia, isolated, with coloboma",0.005502790212631226
4624,Parastremmatic dwarfism,0.005498170852661133
4625,Autosomal recessive Charcot-Marie-Tooth disease with hoarseness,0.005495190620422363
4626,extrapulmonary tuberculosis,0.005493432283401489
4627,Syndactyly type 1,0.005486905574798584
4628,Autosomal dominant dopa-responsive dystonia,0.005481243133544922
4629,Rothmund-Thomson syndrome,0.005473792552947998
4630,congenital polycystic liver disease,0.005467504262924194
4631,other syndrome with a central nervous system malformation as major feature,0.005466192960739136
4632,Greig cephalopolysyndactyly syndrome,0.005465507507324219
4633,small intestine disease,0.005465179681777954
4634,Rare genetic parkinsonian disorder,0.005463004112243652
4635,tumor of duodenum,0.0054457783699035645
4636,sex hormone-binding globulin measurement,0.00543782114982605
4637,eccrine sweat gland cancer,0.005437403917312622
4638,chromosomal anomaly with cataract,0.005437344312667847
4639,genetic otorhinolaryngologic disease,0.005436301231384277
4640,Congenital cataract - hypertrophic cardiomyopathy - mitochondrial myopathy,0.0054330527782440186
4641,bile duct cancer,0.005428403615951538
4642,Autosomal dominant Charcot-Marie-Tooth disease type 2L,0.005428344011306763
4643,"Hereditary motor and sensory neuropathy, Okinawa type",0.005414396524429321
4644,encephalomyelitis,0.005410909652709961
4645,endometrial stromal tumor,0.005410313606262207
4646,SRD5A3-CDG,0.005408793687820435
4647,mediastinal germ cell tumor,0.005408197641372681
4648,germ cell tumor,0.005407243967056274
4649,progesterone-receptor negative breast cancer,0.005406677722930908
4650,hair anomaly,0.00540536642074585
4651,radius fracture,0.005403041839599609
4652,Upper limb spasticity,0.005396753549575806
4653,X-linked Charcot-Marie-Tooth disease type 2,0.005395770072937012
4654,other genetic dermis disorder,0.005394607782363892
4655,Genetic respiratory malformation,0.005390197038650513
4656,Spinocerebellar ataxia type 32,0.005386620759963989
4657,pericardium disease,0.005386412143707275
4658,Waardenburg syndrome type 3,0.005386382341384888
4659,Periventricular nodular heterotopia,0.0053841471672058105
4660,failure to thrive,0.005381733179092407
4661,Tourette syndrome,0.005380183458328247
4662,3-phosphoglycerate dehydrogenase deficiency,0.005376458168029785
4663,Severe intellectual disability and progressive spastic paraplegia,0.00537264347076416
4664,facial wrinkling,0.0053626298904418945
4665,Rare genetic male infertility,0.005359292030334473
4666,Chylomicron retention disease,0.005356848239898682
4667,Carnitine palmitoyltransferase II deficiency,0.005352050065994263
4668,"Autosomal recessive ataxia, Beauce type",0.005351543426513672
4669,Ovarian Granulosa Cell Tumor,0.005348950624465942
4670,chronic non-suppurative otitis media,0.005346715450286865
4671,Cafe-au-lait spot,0.005343407392501831
4672,Oculocutaneous albinism type 4,0.005339533090591431
4673,Primary congenital hypothyroidism,0.005336880683898926
4674,Infantile myofibromatosis,0.005335092544555664
4675,cecal disease,0.005334913730621338
4676,Peroxisomal beta-oxidation disorder,0.0053321123123168945
4677,autoimmune disease with skin involvement,0.005331099033355713
4678,Alopecia - epilepsy - pyorrhea - intellectual disability,0.005319088697433472
4679,chronic pancreatitis,0.005316942930221558
4680,Porencephaly,0.005316823720932007
4681,Progressive symmetric erythrokeratodermia,0.00530552864074707
4682,cerebral ventricle cancer,0.005300790071487427
4683,Eyebrow/eyelashes pigmentation anomaly,0.005298793315887451
4684,Rare pervasive developmental disorder,0.00529855489730835
4685,Hand-foot syndrome,0.005292773246765137
4686,Familial capillary hemangioma,0.00528949499130249
4687,Hyposmia - nasal and ocular hypoplasia - hypogonadotropic hypogonadism,0.005286961793899536
4688,intermediate uveitis,0.00528264045715332
4689,glycine measurement,0.005281686782836914
4690,KID syndrome,0.00527617335319519
4691,Deafness-onychodystrophy syndrome,0.0052754878997802734
4692,cathepsin S measurement,0.0052724480628967285
4693,hypomyelinating leukodystrophy 12,0.0052634477615356445
4694,cranial neuralgia,0.005258828401565552
4695,HELLP syndrome,0.00525742769241333
4696,cutaneous melanoma,0.005256950855255127
4697,"Short rib-polydactyly syndrome, Verma-Naumoff type",0.005252480506896973
4698,Grubben-de Cock-Borghgraef syndrome,0.005241811275482178
4699,Von Willebrand disease type 3,0.005240023136138916
4700,"Microphthalmia, Lenz type",0.0052398741245269775
4701,Von Willebrand disease type 1,0.005238831043243408
4702,vascular ectasia,0.005234211683273315
4703,Lissencephaly due to TUBA1A mutation,0.005228549242019653
4704,benign neoplasm of corpus uteri,0.005226016044616699
4705,"Fanconi anemia, complementation group S",0.005224347114562988
4706,EAST syndrome,0.005224138498306274
4707,Solid Pseudopapillary Neoplasm of the Pancreas,0.0052187442779541016
4708,Vomiting,0.005217909812927246
4709,Pontocerebellar hypoplasia type 6,0.005217313766479492
4710,non-alcoholic fatty liver,0.005217254161834717
4711,Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations,0.005211591720581055
4712,Familial hyperaldosteronism type II,0.005207955837249756
4713,facial morphology measurement,0.005207419395446777
4714,chondrogenic neoplasm,0.0052068233489990234
4715,arteriovenous hemangioma/malformation,0.0052027106285095215
4716,Gliosis,0.00519600510597229
4717,"phosphoenolpyruvate carboxykinase deficiency, cytosolic",0.005192935466766357
4718,complex vascular malformation with associated anomalies,0.005191385746002197
4719,Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons,0.005187124013900757
4720,serum non-albumin protein measurement,0.005185216665267944
4721,menopause,0.005184829235076904
4722,"Focal, segmental or multifocal dystonia",0.005180090665817261
4723,gastrointestinal polyp,0.005175530910491943
4724,MEDNIK syndrome,0.005172669887542725
4725,Multiple polyglandular tumor,0.00516858696937561
4726,Male hypergonadotropic hypogonadism - intellectual disability - skeletal anomalies,0.005166679620742798
4727,cecum carcinoma,0.0051573216915130615
4728,Female infertility due to an implantation defect of genetic origin,0.005156576633453369
4729,Rare syndrome with cardiac malformations,0.005155801773071289
4730,Neurometabolic disorder due to serine deficiency,0.0051524341106414795
4731,"Hypertelorism, Teebi type",0.005151629447937012
4732,Pachyonychia congenita,0.005148887634277344
4733,Lipoid proteinosis,0.005139082670211792
4734,Non-syndromic respiratory or mediastinal malformation,0.005138903856277466
4735,Non-syndromic developmental defect of the eye,0.005136698484420776
4736,Tetraamelia - multiple malformations,0.005135387182235718
4737,Mandibuloacral dysplasia with type B lipodystrophy,0.005133718252182007
4738,Disorder of urea cycle metabolism and ammonia detoxification,0.005125582218170166
4739,malignant tumor of parathyroid gland,0.0051118433475494385
4740,Cortical dysplasia - focal epilepsy syndrome,0.005105048418045044
4741,Acrocraniofacial dysostosis,0.005101919174194336
4742,neoplasm of mature T-cells or NK-cells,0.005096405744552612
4743,Parietal foramina with cleidocranial dysplasia,0.0050911009311676025
4744,Ataxia - pancytopenia,0.005089282989501953
4745,rare bronchopulmonary tumor,0.0050792694091796875
4746,skin appendage disease,0.005076706409454346
4747,fluoride poisoning,0.005076050758361816
4748,Congenital nephrotic syndrome-interstitial lung disease-epidermolysis bullosa syndrome,0.005073457956314087
4749,gingival disease,0.005070030689239502
4750,Disorder of multiple glycosylation,0.005069166421890259
4751,Partial monosomy of the short arm of chromosome 20,0.0050660669803619385
4752,unclassified autoinflammatory syndrome,0.005064547061920166
4753,Rare lacrimal system disease,0.005062907934188843
4754,Rare disease with glaucoma as a major feature,0.005049765110015869
4755,lung disease severity measurement,0.005047649145126343
4756,Autosomal dominant Charcot-Marie-Tooth disease type 2P,0.005043625831604004
4757,Congenital atransferrinemia,0.005042076110839844
4758,ALG9-CDG,0.005035609006881714
4759,post-operative delirium,0.0050344765186309814
4760,Qualitative or quantitative defects of beta-myosin heavy chain (MYH7),0.0050331056118011475
4761,inherited nervous system cancer-predisposing syndrome,0.005032002925872803
4762,mannose-binding protein C measurement,0.005028814077377319
4763,rare pulmonary disease,0.005028635263442993
4764,autonomic nervous system neoplasm,0.005028128623962402
4765,pulmonary mucoepidermoid carcinoma,0.0050220489501953125
4766,Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,0.005020558834075928
4767,diffuse large B-cell lymphoma,0.005020111799240112
4768,limited scleroderma,0.005018830299377441
4769,Delayed speech and language development,0.005017310380935669
4770,Mitochondrial DNA depletion syndrome,0.005012720823287964
4771,Disorder of amino acid and other organic acid metabolism,0.0050122737884521484
4772,Pelizaeus-Merzbacher-like disease due to GJC2 mutation,0.005012214183807373
4773,candidiasis,0.005012065172195435
4774,cholecystolithiasis,0.005009770393371582
4775,Cervical Adenosquamous Carcinoma,0.005003631114959717
4776,Myopathy with eye involvement,0.004992783069610596
4777,cholesteryl ester transfer protein measurement,0.004991978406906128
4778,symptomatic heart failure,0.004989206790924072
4779,Her2-receptor negative breast cancer,0.00498586893081665
4780,tubulovillous adenoma,0.0049852728843688965
4781,Congenital tracheal stenosis,0.004976093769073486
4782,Nasopalpebral lipoma - coloboma - telecanthus,0.004974305629730225
4783,nasopharyngeal disease,0.004972606897354126
4784,Limb-girdle muscle weakness,0.004970043897628784
4785,toxic encephalopathy,0.004969894886016846
4786,Phakomatosis with eye involvement,0.004967719316482544
4787,bone marrow failure syndrome,0.0049672722816467285
4788,Hypomyelination - hypogonadotropic hypogonadism - hypodontia,0.00496712327003479
4789,benign connective and soft tissue neoplasm,0.004966467618942261
4790,acute myeloid leukemia with recurrent genetic anomaly,0.004964739084243774
4791,tumor of cranial and spinal nerves,0.0049600303173065186
4792,Von Willebrand disease type 2N,0.0049596428871154785
4793,Genetic mixed dermis disorder,0.004958122968673706
4794,Charcot-Marie-Tooth disease type 4A,0.004957050085067749
4795,Autosomal recessive cerebelloparenchymal disorder type 3,0.004953742027282715
